,preqin,score,unpri match,Firm Name,preqin_clean
2284,groupama sigma fund management,0.7636363636363637,,Groupama Sigma Fund Management,groupama sigma fund management
2285,agcap,1.0,agcap,AgCAP,agcap
2286,montrusco bolton,0.5714285714285714,,Montrusco Bolton,montrusco bolton
2287,omnivore partners,0.7741935483870968,,Omnivore Partners,omnivore partners
2288,trigon capital,0.8461538461538461,,Trigon Capital,trigon capital
2289,sunrise capital partners,0.8695652173913043,,Sunrise Capital Partners,sunrise capital partners
2290,libremax capital,0.7741935483870968,,LibreMax Capital,libremax capital
2291,richmond global ventures,0.7692307692307693,,Richmond Global Ventures,richmond global ventures
2292,nova scotia pension services corporation,0.631578947368421,,Nova Scotia Pension Services Corporation,nova scotia pension services corporation
2293,resona bank,0.7619047619047619,,Resona Bank,resona bank
2294,ssq,0.4444444444444444,,SSQ,ssq
2295,doen foundation,0.7741935483870968,,DOEN Foundation,doen foundation
2296,doen foundation,0.7741935483870968,,DOEN Foundation,doen foundation
2297,abb pension schemes (sweden),0.7111111111111111,,ABB Pension Schemes (Sweden),abb pension schemes (sweden)
2298,offit capital advisors,0.7659574468085106,,Offit Capital Advisors,offit capital advisors
2299,shenkman capital management,0.9,,Shenkman Capital Management,shenkman capital management
2300,ancala partners,0.8,,Ancala Partners,ancala partners
2301,ancala partners,0.8,,Ancala Partners,ancala partners
2302,evton capital partners,0.9090909090909091,,Evton Capital Partners,evton capital partners
2303,apax partners france,0.7567567567567568,,Apax Partners France,apax partners france
2304,kpa pension,0.9090909090909091,,KPA Pension,kpa pension
2305,aurica,0.6666666666666666,,Aurica,aurica
2306,aurica,0.6666666666666666,,Aurica,aurica
2307,allianz group,0.7272727272727273,,Allianz Group,allianz group
2308,allianz group,0.7272727272727273,,Allianz Group,allianz group
2309,avanz capital,1.0,avanz capital,Avanz Capital,avanz capital
2310,amalgamated bank,1.0,amalgamated bank,Amalgamated Bank,amalgamated bank
2311,central finance board of the methodist church,0.7377049180327869,,Central Finance Board of the Methodist Church,central finance board of the methodist church
2312,perennius capital partners,0.8571428571428571,,Perennius Capital Partners,perennius capital partners
2313,alquity investment management,0.896551724137931,,Alquity Investment Management,alquity investment management
2314,duff & phelps investment management,0.8,,Duff & Phelps Investment Management,duff & phelps investment management
2315,karmijn kapitaal,1.0,karmijn kapitaal,Karmijn Kapitaal,karmijn kapitaal
2316,margaret a. cargill foundation,0.6666666666666666,,Margaret A. Cargill Foundation,margaret a. cargill foundation
2317,van eck absolute return advisers,0.576271186440678,,Van Eck Absolute Return Advisers,van eck absolute return advisers
2318,pgim fixed income,1.0,pgim fixed income,PGIM Fixed Income,pgim fixed income
2319,northern trust,0.8148148148148148,,Northern Trust,northern trust
2320,william blair & company,0.9019607843137255,,William Blair & Company,william blair & company
2321,regions bank,0.8181818181818182,,Regions Bank,regions bank
2322,value retail,0.5925925925925926,,Value Retail,value retail
2323,value retail,0.5925925925925926,,Value Retail,value retail
2324,hsbc global asset management (bermuda),0.8484848484848485,,HSBC Global Asset Management (Bermuda),hsbc global asset management (bermuda)
2325,"loring, wolcott & coolidge office",0.5977011494252874,,"Loring, Wolcott & Coolidge Office","loring, wolcott & coolidge office"
2326,susi partners,0.896551724137931,,SUSI Partners,susi partners
2327,swedbank,0.8,,Swedbank,swedbank
2328,seb,0.5714285714285714,,SEB,seb
2329,jcp investment partners,0.8936170212765957,,JCP Investment Partners,jcp investment partners
2330,alliance trust,0.875,,Alliance Trust,alliance trust
2331,anz new zealand investments,0.6666666666666666,,ANZ New Zealand Investments,anz new zealand investments
2332,anz new zealand investments,0.6666666666666666,,ANZ New Zealand Investments,anz new zealand investments
2333,anz new zealand investments,0.6666666666666666,,ANZ New Zealand Investments,anz new zealand investments
2334,anz new zealand investments,0.6666666666666666,,ANZ New Zealand Investments,anz new zealand investments
2335,anz new zealand investments,0.6666666666666666,,ANZ New Zealand Investments,anz new zealand investments
2336,musa capital,0.8333333333333334,,Musa Capital,musa capital
2337,altarea cogedim,0.5517241379310345,,Altarea Cogedim,altarea cogedim
2338,scotiabank,0.5882352941176471,,Scotiabank,scotiabank
2339,seb investment management,0.92,,SEB Investment Management,seb investment management
2340,absolute investment advisers,0.8,,Absolute Investment Advisers,absolute investment advisers
2341,alder,0.6666666666666666,,Alder,alder
2342,alder,0.6666666666666666,,Alder,alder
2343,banque delen,0.5,,Banque Delen,banque delen
2344,pendal group,0.7692307692307693,,Pendal Group,pendal group
2345,sherpa capital,0.7857142857142857,,Sherpa Capital,sherpa capital
2346,riverbridge investment advisors,0.7636363636363637,,RiverBridge Investment Advisors,riverbridge investment advisors
2347,gordon asset management,0.9130434782608695,,Gordon Asset Management,gordon asset management
2348,nixen partners,1.0,nixen partners,NiXEN Partners,nixen partners
2349,boston trust investment management,0.8717948717948718,,Boston Trust Investment Management,boston trust investment management
2350,atlant fonder,0.896551724137931,,Atlant Fonder,atlant fonder
2351,avaron asset management,0.9387755102040817,as avaron asset management,Avaron Asset Management,avaron asset management
2352,wolters kluwer pension fund (netherlands),0.6172839506172839,,Wolters Kluwer Pension Fund (Netherlands),wolters kluwer pension fund (netherlands)
2353,phatisa group,0.7272727272727273,,Phatisa Group,phatisa group
2354,bpf schilders,1.0,bpf schilders,BPF Schilders,bpf schilders
2355,pension fund for the dutch cleaning industry,0.55,,Pension Fund for the Dutch Cleaning Industry,pension fund for the dutch cleaning industry
2356,calamos investments,0.8108108108108109,,Calamos Investments,calamos investments
2357,mitsubishi ufj capital,0.6666666666666666,,Mitsubishi UFJ Capital,mitsubishi ufj capital
2358,a plus finance,0.875,,A Plus Finance,a plus finance
2359,ing pension fund,0.8387096774193549,,ING Pension Fund,ing pension fund
2360,aream,0.6,,AREAM,aream
2361,cicero fonder,0.896551724137931,,Cicero Fonder,cicero fonder
2362,pensioenfonds werk en (re)integratie,0.8780487804878049,,Pensioenfonds Werk en (re)Integratie,pensioenfonds werk en (re)integratie
2363,abn amro pension plan,0.7272727272727273,,ABN AMRO Pension Plan,abn amro pension plan
2364,cohen & company,0.6666666666666666,,Cohen & Company,cohen & company
2365,cohen & company,0.6666666666666666,,Cohen & Company,cohen & company
2366,cohen & company,0.6666666666666666,,Cohen & Company,cohen & company
2367,cb asset management,0.926829268292683,,CB Asset Management,cb asset management
2368,pbz croatia insurance,0.6111111111111112,,PBZ Croatia Insurance,pbz croatia insurance
2369,kansas city police employees' retirement system,0.7727272727272727,,Kansas City Police Employees' Retirement System,kansas city police employees' retirement system
2370,kansas city police employees' retirement system,0.7727272727272727,,Kansas City Police Employees' Retirement System,kansas city police employees' retirement system
2371,hillhouse capital management,0.8461538461538461,,Hillhouse Capital Management,hillhouse capital management
2372,employees' retirement system of the city of st. louis,0.7692307692307693,,Employees' Retirement System of the City of St. Louis,employees' retirement system of the city of st. louis
2373,joseph rowntree charitable trust,1.0,joseph rowntree charitable trust,Joseph Rowntree Charitable Trust,joseph rowntree charitable trust
2374,aia group,0.8888888888888888,,AIA Group,aia group
2375,cramer rosenthal mcglynn,0.9056603773584906,,Cramer Rosenthal McGlynn,cramer rosenthal mcglynn
2376,spruce investment advisors,0.8,,Spruce Investment Advisors,spruce investment advisors
2377,emerging markets investment advisers,0.7301587301587301,,Emerging Markets Investment Advisers,emerging markets investment advisers
2378,"connor, clark & lunn investment management",0.9438202247191011,"connor, clark & lunn investment management ltd.","Connor, Clark & Lunn Investment Management","connor, clark & lunn investment management"
2379,china life asset management,0.8461538461538461,,China Life Asset Management,china life asset management
2380,link reit,1.0,link reit,Link REIT,link reit
2381,"dalton, greiner, hartman, maher",0.775,,"Dalton, Greiner, Hartman, Maher","dalton, greiner, hartman, maher"
2382,oasis management,0.8333333333333334,,Oasis Management,oasis management
2383,doric capital corporation,0.84,,Doric Capital Corporation,doric capital corporation
2384,creation investments capital management,0.9397590361445783,"creation investments capital management, llc",Creation Investments Capital Management,creation investments capital management
2385,ecofi investissements,1.0,ecofi investissements,Ecofi Investissements,ecofi investissements
2386,bc municipal pension plan,0.78125,,BC Municipal Pension Plan,bc municipal pension plan
2387,bc public service pension plan,0.6086956521739131,,BC Public Service Pension Plan,bc public service pension plan
2388,aegon n.v.,0.5714285714285714,,Aegon N.V.,aegon n.v.
2389,aegon n.v.,0.5714285714285714,,Aegon N.V.,aegon n.v.
2390,nezu asia capital management,0.8461538461538461,,Nezu Asia Capital Management,nezu asia capital management
2391,fama investimentos,1.0,fama investimentos,FAMA Investimentos,fama investimentos
2392,qbe insurance group,0.8260869565217391,,QBE Insurance Group,qbe insurance group
2393,federated investors,0.8837209302325582,,Federated Investors,federated investors
2394,banif capital,0.9166666666666666,,Banif Capital,banif capital
2395,lincluden investment management,1.0,lincluden investment management,Lincluden Investment Management,lincluden investment management
2396,sompo japan nipponkoa asset management,0.8941176470588236,,Sompo Japan Nipponkoa Asset Management,sompo japan nipponkoa asset management
2397,sionna investment managers,0.8571428571428571,,Sionna Investment Managers,sionna investment managers
2398,j.w. mcconnell family foundation,0.9411764705882353,the j.w. mcconnell family foundation,J.W. McConnell Family Foundation,j.w. mcconnell family foundation
2399,cm-cic asset management,1.0,cm-cic asset management,CM-CIC Asset Management,cm-cic asset management
2400,thornburg investment management,1.0,thornburg investment management,Thornburg Investment Management,thornburg investment management
2401,anima,0.6666666666666666,,Anima,anima
2402,anima,0.6666666666666666,,Anima,anima
2403,anima,0.6666666666666666,,Anima,anima
2404,crescent capital group,1.0,crescent capital group,Crescent Capital Group,crescent capital group
2405,cm-cic capital privé,0.65,,CM-CIC Capital Privé,cm-cic capital privé
2406,wah hin & co,0.6153846153846154,,Wah Hin & Co,wah hin & co
2407,zukunftsfonds heilbronn,0.5,,Zukunftsfonds Heilbronn,zukunftsfonds heilbronn
2408,bamboo capital partners,1.0,bamboo capital partners,Bamboo Capital Partners,bamboo capital partners
2409,genus capital management,1.0,genus capital management,Genus Capital Management,genus capital management
2410,gavekal capital,0.8,,Gavekal Capital,gavekal capital
2411,vinci capital partners,0.9047619047619048,,Vinci Capital Partners,vinci capital partners
2412,central laborers' pension fund,0.6938775510204082,,Central Laborers' Pension Fund,central laborers' pension fund
2413,united church funds,1.0,united church funds,United Church Funds,united church funds
2414,rei super,0.8421052631578947,,REI Super,rei super
